n: 1000
m: 1000
0.0171661
0.015974
0.0150204
0.0150204
0.0150204
0.10705
0.015974
0.0138283
0.0140667
0.0138283
m: 500
0.0169277
0.015974
0.015974
0.121117
0.015974
0.015974
0.015974
0.0169277
0.015974
0.0169277
m: 250
0.0188351
0.0188351
0.0178814
0.0178814
0.0188351
0.0188351
0.0178814
0.0271797
0.0190735
0.0178814
m: 125
0.0340939
0.0238419
0.0228882
0.0240803
0.0231266
0.0238419
0.0240803
0.0240803
0.0240803
0.0238419
m: 62
0.0448227
0.0441074
0.0450611
0.0441074
0.0450611
0.043869
0.0450611
0.0631809
0.0450611
0.0441074
n: 2000
m: 2000
0.0269413
0.0281334
0.0269413
0.027895
0.027895
0.0269413
0.0269413
0.027895
0.0269413
0.027895
m: 1000
0.0329018
0.0300407
0.0298023
0.0300407
0.0300407
0.0290871
0.0300407
0.0290871
0.0288486
0.0300407
m: 500
0.0319481
0.0319481
0.0329018
0.0319481
0.0329018
0.0331402
0.0321865
0.0331402
0.0331402
0.0319481
m: 250
0.0419617
0.0388622
0.0379086
0.0391006
0.0391006
0.0379086
2.29883
0.0388622
0.0391006
0.0391006
m: 125
0.0510216
0.0498295
0.0500679
0.0529289
0.0500679
1.10984
0.0510216
0.0500679
0.0510216
0.0500679
n: 4000
m: 4000
0.0669956
0.0550747
0.0538826
0.0538826
0.054121
0.0550747
0.0538826
0.0550747
0.0538826
0.0538826
m: 2000
0.0641346
0.0579357
0.056982
0.056982
0.056982
0.0581741
0.056982
0.056982
0.0560284
0.056982
m: 1000
0.0658035
0.0619888
0.0629425
0.0629425
0.0629425
0.0629425
0.0629425
0.0960827
0.0641346
0.0619888
m: 500
0.0760555
0.0729561
0.0729561
0.0739098
0.0729561
0.0729561
0.0729561
0.0729561
0.0729561
0.0729561
m: 250
3.85809
0.0929832
0.0920296
0.19598
0.0929832
0.0929832
0.159979
0.0920296
0.0920296
0.0920296
n: 8000
m: 8000
0.110865
0.105858
0.106096
0.106096
0.105858
0.106096
0.106096
0.105858
0.104904
0.106096
m: 4000
0.113964
0.108004
0.108004
0.108004
0.108004
0.813007
0.110149
0.108957
0.108004
0.109196
m: 2000
0.134945
0.697136
0.114918
0.115156
0.112772
0.114202
0.113964
0.121117
0.114918
0.113964
m: 1000
0.135899
0.126123
0.125885
0.161886
0.219107
0.125885
0.126123
0.12517
0.124931
0.124931
m: 500
0.159025
0.145912
0.145912
0.145912
0.145912
0.145912
0.145912
0.147104
0.921011
0.14782
n: 16000
m: 16000
0.221014
0.210047
0.208855
0.210047
0.22912
0.210047
0.209093
0.208855
0.209093
0.209093
m: 8000
0.228167
0.213861
0.215054
0.215054
0.213861
0.2141
0.2141
0.213861
0.2141
0.215054
m: 4000
0.257015
0.224829
4.22311
0.227928
0.225067
0.226021
0.227928
0.225067
0.225067
0.224829
m: 2000
0.263929
0.247002
0.246048
0.247955
0.248909
0.247955
2.49481
0.594854
0.251055
0.249147
m: 1000
0.31209
0.327826
0.362873
0.740051
0.296831
0.296831
0.296831
0.296831
0.296831
0.298023
n: 32000
m: 32000
0.441074
0.417948
0.416994
0.416994
0.41604
0.432014
0.417948
0.417948
0.514984
0.473022
m: 16000
0.451088
0.715017
0.431061
0.462055
0.436068
0.430107
0.430107
0.428915
0.428915
0.538111
m: 8000
0.484943
0.456095
0.470877
0.454903
0.534058
0.453949
0.452995
0.452995
0.454187
0.454187
m: 4000
0.567913
0.503063
0.502825
0.503063
0.504017
0.503063
0.502825
0.503063
0.538826
0.564098
m: 2000
0.642061
0.627041
0.67997
0.744104
0.79298
1.45602
0.659943
0.653028
0.665903
0.793934
n: 64000
m: 64000
0.934124
1.43909
0.855923
2.37203
1.62792
0.908852
0.95892
0.926018
0.920057
0.848055
m: 32000
0.955105
1.508
1.69802
0.87595
0.856876
1.10197
0.930071
1.15395
0.864983
0.952005
m: 16000
0.985861
1.03688
0.95892
0.951052
0.972986
0.967026
1.07002
0.967979
11.673
0.966072
m: 8000
2.49386
1.12414
1.14918
1.11318
1.11699
1.65105
1.17993
1.18685
1.20997
1.24812
m: 4000
1.42384
1.513
2.25806
2.29311
1.5769
1.91903
1.55997
1.72806
1.652
1.79005
n: 128000
m: 128000
2.56991
2.2049
2.24304
1.98698
1.85108
1.73998
1.71781
1.93787
1.7972
1.95694
m: 64000
1.95503
2.02703
1.82199
1.82009
1.85108
1.77598
1.87898
2.47383
2.20108
2.77495
m: 32000
2.47312
2.05994
2.27594
3.21794
2.95782
2.9459
2.36917
2.1081
2.32697
3.19695
m: 16000
3.74603
2.60305
2.58088
2.69318
2.58112
2.78902
2.8491
2.68817
2.64192
2.57206
m: 8000
3.88002
3.62802
3.56603
3.54195
3.52502
3.95799
3.61586
3.50404
3.3462
3.93081
n: 256000
m: 256000
3.97801
4.78792
4.81987
4.30799
3.99518
3.54695
3.5491
3.44896
3.55315
3.42703
m: 128000
3.97301
4.26817
3.84808
3.79109
4.83203
3.77703
3.96395
3.86405
4.071
3.90196
m: 64000
4.50397
4.6351
4.85396
4.44794
4.55594
4.89402
4.47202
4.54307
4.462
5.00298
m: 32000
5.57709
5.81789
6.392
6.02698
5.56684
6.08993
5.85198
5.89108
6.20413
5.96094
m: 16000
9.68909
8.389
8.6751
8.67295
8.48007
8.55303
8.79288
10.4301
11.9929
10.68
n: 512000
m: 512000
7.47705
6.93798
7.04002
6.88815
6.9859
7.07102
6.92701
7.14684
6.87194
7.10416
m: 256000
8.05998
8.23689
8.10599
8.35395
8.05497
8.28815
7.96509
8.13198
8.20112
8.15201
m: 128000
10.417
10.4978
12.424
13.8521
10.1669
10.3722
10.4978
10.5121
10.16
10.3931
m: 64000
15.214
14.5729
14.653
14.612
14.0071
14.5631
14.6801
14.468
14.915
14.425
m: 32000
25.6009
25.6071
22.5341
22.2139
22.2089
21.9638
22.1031
21.4779
21.8689
22.428
n: 1024000
m: 1024000
14.9491
14.092
14.045
14.245
14.0491
14.137
14.0829
13.9971
14.142
13.926
m: 512000
18.029
17.6361
17.966
20.2389
19.8209
18.1229
17.776
17.807
17.7531
17.8399
m: 256000
25.0709
25.013
25.382
25.012
25.346
30.134
25.0139
25.0731
25.3971
24.6842
m: 128000
38.9349
39.4311
39.8619
46.35
38.929
39.247
39.427
39.917
39.0148
45.2089
m: 64000
68.3022
66.962
71.0781
76.997
69.746
68.2702
78.687
85.7441
67.642
67.832
n: 2048000
m: 2048000
29.4549
28.3551
30.2792
31.368
28.146
28.125
28.1849
28.146
28.2309
28.338
m: 1024000
36.1629
39.269
37.652
44.493
44.5302
36.7999
35.8331
36.3429
35.583
37.5819
m: 512000
53.684
53.8719
52.424
55.922
50.967
50.472
50.7169
54.785
54.601
50.688
m: 256000
82.3379
84.1639
80.6739
80.5089
85.4251
81.3551
86.1459
89.3071
93.7681
98.429
m: 128000
150.393
144.725
140.185
148.042
143.812
183.038
147.832
143.313
146.471
140.003
n: 4096000
m: 4096000
61.1231
58.5539
57.723
58.0552
57.708
62.8731
64.1739
58.3842
57.7741
58.1992
m: 2048000
74.008
73.065
72.1219
73.7312
73.4501
73.1778
72.3991
82.4342
75.28
87.3411
m: 1024000
114.377
107.967
113.3
108.974
116.386
128.269
134.093
109.631
115.718
117.703
m: 512000
185.598
171.897
194.244
183.694
180.876
169.173
177.114
178.141
168.729
179.214
m: 256000
297.821
324.64
336.469
314.079
310.05
300.914
326.73
301.736
304.502
307.007
n: 8192000
m: 8192000
124.899
120.935
118.655
116.977
118.081
128.865
123.31
121.627
118.87
117.923
m: 4096000
147.599
141.902
141.915
142.048
142.32
140.428
144.993
144.299
142.003
142.44
m: 2048000
201.349
201.63
198.678
202.321
200.235
200.384
205.526
200.07
205.078
198.99
m: 1024000
315.367
322.172
319.931
310.309
310.684
317.139
315.652
335.526
317.951
314.501
